idx	label	sentence1	sentence2	lexical-semantics	predicate-argument-structure	logic	knowledge
876	entailment	"To compute the perplexity numbers on the test data, our model only takes account of log probabilities on word prediction."	"To compute the perplexity numbers on the test data, our model doesn't take account of anything other than the log probabilities on word prediction."			Double negation	
877	entailment	"To compute the perplexity numbers on the test data, our model doesn't take account of anything other than the log probabilities on word prediction."	"To compute the perplexity numbers on the test data, our model only takes account of log probabilities on word prediction."			Double negation	
878	entailment	We also experiment with the option to either use the pretrained GloVe word embeddings or randomly initialized word embeddings (then updated during training).	We experiment with the option using randomly initialized word embeddings (then updated during training).			Disjunction	
879	not_entailment	We experiment with the option using randomly initialized word embeddings (then updated during training).	We also experiment with the option to either use the pretrained GloVe word embeddings or randomly initialized word embeddings (then updated during training).			Disjunction	
880	not_entailment	The entity prediction task requires predicting xxxx given the preceding text either by choosing a previously mentioned entity or deciding that this is a “new entity	The entity prediction task requires predicting xxxx given the preceding text by choosing a previously mentioned entity.			Disjunction;Non-monotone	
881	not_entailment	The entity prediction task requires predicting xxxx given the preceding text by choosing a previously mentioned entity.	The entity prediction task requires predicting xxxx given the preceding text either by choosing a previously mentioned entity or deciding that this is a “new entity			Disjunction;Non-monotone	
882	entailment	So there is no dedicated memory block for every entity and no distinction between entity mentions and non-mention words.	So there is no dedicated high-dimensional memory block for every entity and no distinction between entity mentions and non-mention words.		Intersectivity	Downward monotone	
883	not_entailment	So there is no dedicated high-dimensional memory block for every entity and no distinction between entity mentions and non-mention words.	So there is no dedicated memory block for every entity and no distinction between entity mentions and non-mention words.		Intersectivity	Downward monotone	
884	entailment	Our approach complements these previous methods.	Our approach complements some previous methods.			Existential	
885	not_entailment	Our approach complements some previous methods.	Our approach complements these previous methods.			Existential	
886	entailment	"We manually annotated 687 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query."	"We manually annotated over 650 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query."			Intervals/Numbers	
887	not_entailment	"We manually annotated over 650 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query."	"We manually annotated 687 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query."			Intervals/Numbers	
888	not_entailment	"We manually annotated 687 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query."	"We manually annotated over 690 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query."			Intervals/Numbers	
889	not_entailment	"We manually annotated over 690 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query."	"We manually annotated 687 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query."			Intervals/Numbers	
890	entailment	"To generate diversity, workers got a bonus if the edit distance of a paraphrase was high compared to the MG question."	"To generate diversity, workers whose paraphrases had high edit distance compared to the MG question got a bonus."		Relative clauses;Restrictivity	Conditionals	
891	entailment	"To generate diversity, workers whose paraphrases had high edit distance compared to the MG question got a bonus."	"To generate diversity, workers got a bonus if the edit distance of a paraphrase was high compared to the MG question."		Relative clauses;Restrictivity	Conditionals	
892	not_entailment	"To generate diversity, workers got a bonus if the edit distance of a paraphrase was high compared to the MG question."	"To generate diversity, workers got a bonus if the edit distance of a paraphrase was above 3 operations compared to the MG question."		Relative clauses;Restrictivity	Conditionals	
893	not_entailment	"To generate diversity, workers got a bonus if the edit distance of a paraphrase was above 3 operations compared to the MG question."	"To generate diversity, workers got a bonus if the edit distance of a paraphrase was high compared to the MG question."		Relative clauses;Restrictivity	Conditionals	
894	not_entailment	"To generate complex questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase."	"To generate simple questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase."	Lexical entailment			
895	not_entailment	"To generate simple questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase."	"To generate complex questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase."	Lexical entailment			
896	entailment	"To generate complex questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase."	"To generate highly compositional questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase."				World knowledge
897	entailment	"To generate highly compositional questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase."	"To generate complex questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase."				World knowledge
898	entailment	"In this paper, we explore the idea of polyglot semantic translation, or learning semantic parsing models that are trained on multiple datasets and natural languages."	"In this paper, we explore the idea of learning semantic parsing models that are trained on multiple datasets and natural languages."		Restrictivity		World knowledge
899	entailment	"In this paper, we explore the idea of learning semantic parsing models that are trained on multiple datasets and natural languages."	"In this paper, we explore the idea of polyglot semantic translation, or learning semantic parsing models that are trained on multiple datasets and natural languages."		Restrictivity		World knowledge
900	not_entailment	They then use a discriminative model to rerank the translation output using additional nonworld level features.	They then use a generative model to rerank the translation output using additional nonworld level features.	Lexical entailment			
901	not_entailment	They then use a generative model to rerank the translation output using additional nonworld level features.	They then use a discriminative model to rerank the translation output using additional nonworld level features.	Lexical entailment			
902	entailment	"In contrast to standard MT tasks, we are dealing with a relatively low-resource setting where the sparseness of the target vocabulary is an issue."	"Unlike in standard MT tasks, we are dealing with a relatively low-resource setting where the sparseness of the target vocabulary is an issue."	Lexical entailment			
903	entailment	"Unlike in standard MT tasks, we are dealing with a relatively low-resource setting where the sparseness of the target vocabulary is an issue."	"In contrast to standard MT tasks, we are dealing with a relatively low-resource setting where the sparseness of the target vocabulary is an issue."	Lexical entailment			
904	entailment	A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.	Logits are then computed for these actions and particular actions are chosen according to a softmax over these logits during training and decoding.				World knowledge
905	entailment	Logits are then computed for these actions and particular actions are chosen according to a softmax over these logits during training and decoding.	A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.				World knowledge
906	entailment	A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.	A distribution is then computed over these actions using a maximum-entropy approach and particular actions are chosen accordingly during training and decoding.				World knowledge
907	not_entailment	A distribution is then computed over these actions using a maximum-entropy approach and particular actions are chosen accordingly during training and decoding.	A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.				World knowledge
908	not_entailment	A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.	A distribution is then computed over these actions using a softmax function and particular actions are chosen randomly during training and decoding.	Lexical entailment			
909	not_entailment	A distribution is then computed over these actions using a softmax function and particular actions are chosen randomly during training and decoding.	A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.	Lexical entailment			
910	entailment	"The systems thus produced are incremental: dialogues are processed word-by-word, shown previously to be essential in supporting natural, spontaneous dialogue."	The systems thus produced support the capability to interrupt an interlocutor mid-sentence.				Common sense
911	not_entailment	The systems thus produced support the capability to interrupt an interlocutor mid-sentence.	"The systems thus produced are incremental: dialogues are processed word-by-word, shown previously to be essential in supporting natural, spontaneous dialogue."				Common sense
912	not_entailment	"The systems thus produced are incremental: dialogues are processed word-by-word, shown previously to be essential in supporting natural, spontaneous dialogue."	"The systems thus produced are incremental: dialogues are processed sentence-by-sentence, shown previously to be essential in supporting natural, spontaneous dialogue."	Lexical entailment			
913	not_entailment	"The systems thus produced are incremental: dialogues are processed sentence-by-sentence, shown previously to be essential in supporting natural, spontaneous dialogue."	"The systems thus produced are incremental: dialogues are processed word-by-word, shown previously to be essential in supporting natural, spontaneous dialogue."	Lexical entailment			
914	entailment	"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one example is enough from which to learn."	"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one-shot learning is sufficient."				World knowledge
915	entailment	"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one-shot learning is sufficient."	"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one example is enough from which to learn."				World knowledge
916	not_entailment	"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one example is enough from which to learn."	"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, any number of examples is enough from which to learn."			Upward monotone	
917	not_entailment	"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, any number of examples is enough from which to learn."	"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one example is enough from which to learn."			Upward monotone	
918	entailment	"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end NLG."	"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end natural language generation."	Named entities			World knowledge
919	entailment	"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end natural language generation."	"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end NLG."	Named entities			World knowledge
920	not_entailment	"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end NLG."	"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end natural language parsing."	Named entities			World knowledge
921	not_entailment	"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end natural language parsing."	"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end NLG."	Named entities			World knowledge
922	entailment	"To assess the reliability of ratings, we calculated the intra-class correlation coefficient (ICC), which measures inter-observer reliability on ordinal data for more than two raters (Landis and Koch, 1977)."	"To assess the unreliability of ratings, we calculated the intra-class correlation coefficient (ICC), which measures inter-observer reliability on ordinal data for more than two raters (Landis and Koch, 1977)."	Morphological negation			Common sense
923	entailment	"To assess the unreliability of ratings, we calculated the intra-class correlation coefficient (ICC), which measures inter-observer reliability on ordinal data for more than two raters (Landis and Koch, 1977)."	"To assess the reliability of ratings, we calculated the intra-class correlation coefficient (ICC), which measures inter-observer reliability on ordinal data for more than two raters (Landis and Koch, 1977)."	Morphological negation			Common sense
924	entailment	We also show that metric performance is data- and system-specific.	We also show that metric performance varies between datasets and systems.				Common sense
925	entailment	We also show that metric performance varies between datasets and systems.	We also show that metric performance is data- and system-specific.				Common sense
926	not_entailment	We also show that metric performance is data- and system-specific.	We also show that metric performance is constant between datasets and systems.				Common sense
927	not_entailment	We also show that metric performance is constant between datasets and systems.	We also show that metric performance is data- and system-specific.				Common sense
928	entailment	"Our experiments indicate that neural systems are quite good at producing fluent outputs and generally score well on standard word-match metrics, but perform quite poorly at content selection and at capturing long-term structure."	"Our experiments indicate that neural systems are quite good at surface-level language modeling, but perform quite poorly at capturing higher level semantics and structure."				World knowledge
929	entailment	"Our experiments indicate that neural systems are quite good at surface-level language modeling, but perform quite poorly at capturing higher level semantics and structure."	"Our experiments indicate that neural systems are quite good at producing fluent outputs and generally score well on standard word-match metrics, but perform quite poorly at content selection and at capturing long-term structure."				World knowledge
930	not_entailment	"Our experiments indicate that neural systems are quite good at producing fluent outputs and generally score well on standard word-match metrics, but perform quite poorly at content selection and at capturing long-term structure."	Our experiments indicate that neural systems are quite good at capturing higher level semantics and structure but perform quite poorly at surface-level language modeling.				World knowledge
931	not_entailment	Our experiments indicate that neural systems are quite good at capturing higher level semantics and structure but perform quite poorly at surface-level language modeling.	"Our experiments indicate that neural systems are quite good at producing fluent outputs and generally score well on standard word-match metrics, but perform quite poorly at content selection and at capturing long-term structure."				World knowledge
932	entailment	Reconstruction-based techniques can also be applied at the document or sentence-level during training.	Reconstruction-based techniques can operate on multiple scales during training.				Common sense
933	entailment	Reconstruction-based techniques can operate on multiple scales during training.	Reconstruction-based techniques can also be applied at the document or sentence-level during training.				Common sense
934	not_entailment	Reconstruction-based techniques can also be applied at the document or sentence-level during training.	Reconstruction-based techniques can also be applied at the document or sentence-level during test.				Common sense
935	not_entailment	Reconstruction-based techniques can also be applied at the document or sentence-level during test.	Reconstruction-based techniques can also be applied at the document or sentence-level during training.				Common sense
936	not_entailment	Reconstruction-based techniques can also be applied at the document or sentence-level during training.	Reconstruction-based techniques can only be applied at the sentence-level during training.			Disjunction	
937	not_entailment	Reconstruction-based techniques can only be applied at the sentence-level during training.	Reconstruction-based techniques can also be applied at the document or sentence-level during training.			Disjunction	
938	not_entailment	"In practice, our proposed extractive evaluation will pick up on many errors in this passage."	"In practice, our proposed extractive evaluation will pick up on few errors in this passage."	Lexical entailment;Quantifiers			
939	not_entailment	"In practice, our proposed extractive evaluation will pick up on few errors in this passage."	"In practice, our proposed extractive evaluation will pick up on many errors in this passage."	Lexical entailment;Quantifiers			
940	entailment	"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of passing the Bechdel test."	"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of two named women characters talking about something besides men."				World knowledge
941	entailment	"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of two named women characters talking about something besides men."	"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of passing the Bechdel test."				World knowledge
942	not_entailment	"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of passing the Bechdel test."	"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of men in the narrative talking to each other about women."				World knowledge
943	not_entailment	"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of men in the narrative talking to each other about women."	"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of passing the Bechdel test."				World knowledge
944	entailment	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power."	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are more often in positions where they can forbid or permit actions and decisions."				Common sense
945	entailment	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are more often in positions where they can forbid or permit actions and decisions."	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power."				Common sense
946	not_entailment	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power."	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are more often in positions where they are blocked or allowed to do things by others."				Common sense
947	not_entailment	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are more often in positions where they are blocked or allowed to do things by others."	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power."				Common sense
948	not_entailment	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power."	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of low power."		Intersectivity;Ellipsis/Implicits		
949	not_entailment	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of low power."	"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power."		Intersectivity;Ellipsis/Implicits		
950	not_entailment	Looking at pictures online of people trying to take photos of mirrors they want to sell is my new thing...	Looking at pictures online of people trying to take photos of mirrors is my new thing...		Restrictivity	Non-monotone	
951	not_entailment	Looking at pictures online of people trying to take photos of mirrors is my new thing...	Looking at pictures online of people trying to take photos of mirrors they want to sell is my new thing...		Restrictivity	Non-monotone	
952	not_entailment	A serene wind rolled across the glade.	A tempestuous wind rolled across the glade.	Lexical entailment			
953	not_entailment	A tempestuous wind rolled across the glade.	A serene wind rolled across the glade.	Lexical entailment			
954	not_entailment	A serene wind rolled across the glade.	An easterly wind rolled across the glade.	Lexical entailment			
955	not_entailment	An easterly wind rolled across the glade.	A serene wind rolled across the glade.	Lexical entailment			
956	entailment	A serene wind rolled across the glade.	A calm wind rolled across the glade.	Lexical entailment			
957	entailment	A calm wind rolled across the glade.	A serene wind rolled across the glade.	Lexical entailment			
958	entailment	A serene wind rolled across the glade.	A wind rolled across the glade.		Intersectivity	Upward monotone	
959	not_entailment	A wind rolled across the glade.	A serene wind rolled across the glade.		Intersectivity	Upward monotone	
960	entailment	The reaction was strongly exothermic.	The reaction media got very hot.				World knowledge
961	entailment	The reaction media got very hot.	The reaction was strongly exothermic.				World knowledge
962	not_entailment	The reaction was strongly exothermic.	The reaction media got very cold.				World knowledge
963	not_entailment	The reaction media got very cold.	The reaction was strongly exothermic.				World knowledge
964	not_entailment	The reaction was strongly endothermic.	The reaction media got very hot.				World knowledge
965	not_entailment	The reaction media got very hot.	The reaction was strongly endothermic.				World knowledge
966	entailment	The reaction was strongly endothermic.	The reaction media got very cold.				World knowledge
967	entailment	The reaction media got very cold.	The reaction was strongly endothermic.				World knowledge
968	entailment	"She didn't think I had already finished it, but I had."	I had already finished it.		Ellipsis/Implicits		
969	not_entailment	I had already finished it.	"She didn't think I had already finished it, but I had."		Ellipsis/Implicits		
970	not_entailment	"She didn't think I had already finished it, but I had."	I hadn't already finished it.	Factivity	Ellipsis/Implicits	Negation	
971	not_entailment	I hadn't already finished it.	"She didn't think I had already finished it, but I had."	Factivity	Ellipsis/Implicits	Negation	
972	not_entailment	"She thought I had already finished it, but I hadn't."	I had already finished it.		Ellipsis/Implicits	Negation	
973	not_entailment	I had already finished it.	"She thought I had already finished it, but I hadn't."		Ellipsis/Implicits	Negation	
974	entailment	"She thought I had already finished it, but I hadn't."	I hadn't already finished it.	Factivity	Ellipsis/Implicits		
975	not_entailment	I hadn't already finished it.	"She thought I had already finished it, but I hadn't."	Factivity	Ellipsis/Implicits		
976	entailment	"Temple said that the business was facing difficulties, but didn't make any specific claims."	Temple didn't make any specific claims.		Coordination scope		
977	not_entailment	Temple didn't make any specific claims.	"Temple said that the business was facing difficulties, but didn't make any specific claims."		Coordination scope		
978	not_entailment	"Temple said that the business was facing difficulties, but didn't make any specific claims."	The business didn't make any specific claims.		Coordination scope		
979	not_entailment	The business didn't make any specific claims.	"Temple said that the business was facing difficulties, but didn't make any specific claims."		Coordination scope		
980	not_entailment	"Temple said that the business was facing difficulties, but didn't have a chance of going into the red."	Temple didn't have a chance of going into the red.		Coordination scope		
981	not_entailment	Temple didn't have a chance of going into the red.	"Temple said that the business was facing difficulties, but didn't have a chance of going into the red."		Coordination scope		
982	entailment	"Temple said that the business was facing difficulties, but didn't have a chance of going into the red."	Temple said the business didn't have a chance of going into the red.		Coordination scope		
983	not_entailment	Temple said the business didn't have a chance of going into the red.	"Temple said that the business was facing difficulties, but didn't have a chance of going into the red."		Coordination scope		
984	entailment	The profits of the businesses that focused on branding were still negative.	The businesses that focused on branding still had negative profits.		Relative clauses		
985	entailment	The businesses that focused on branding still had negative profits.	The profits of the businesses that focused on branding were still negative.		Relative clauses		
986	not_entailment	The profits of the business that was most successful were still negative.	The profits that focused on branding were still negative.		Relative clauses		
987	not_entailment	The profits that focused on branding were still negative.	The profits of the business that was most successful were still negative.		Relative clauses		
988	not_entailment	The profits of the businesses that were highest this quarter were still negative.	The businesses that were highest this quarter still had negative profits.		Relative clauses		
989	not_entailment	The businesses that were highest this quarter still had negative profits.	The profits of the businesses that were highest this quarter were still negative.		Relative clauses		
990	entailment	The profits of the businesses that were highest this quarter were still negative.	"For the businesses, the profits that were highest were still negative."		Relative clauses		
991	entailment	"For the businesses, the profits that were highest were still negative."	The profits of the businesses that were highest this quarter were still negative.		Relative clauses		
992	not_entailment	I baked him a cake.	I baked him.		Datives		
993	not_entailment	I baked him.	I baked him a cake.		Datives		
994	entailment	I baked him a cake.	I baked a cake for him.		Datives		
995	entailment	I baked a cake for him.	I baked him a cake.		Datives		
996	entailment	I gave him a note.	I gave a note to him.		Datives		
997	entailment	I gave a note to him.	I gave him a note.		Datives		
998	entailment	Jake broke the vase.	The vase broke.		Core args		
999	not_entailment	The vase broke.	Jake broke the vase.		Core args		
1000	not_entailment	Jake broke the vase.	Jake broke.		Core args		
1001	not_entailment	Jake broke.	Jake broke the vase.		Core args		
1002	entailment	He is someone of many talents.	He has many talents.		Genitives/Partitives		
1003	entailment	He has many talents.	He is someone of many talents.		Genitives/Partitives		
1004	entailment	He is someone of many talents.	His talents are many.		Genitives/Partitives		
1005	entailment	His talents are many.	He is someone of many talents.		Genitives/Partitives		
1006	entailment	I don't want to have to keep fighting pesky bedbugs.	I don't want to have to keep fighting bedbugs—they are so pesk		Restrictivity;Anaphora/Coreference		
1007	entailment	I don't want to have to keep fighting bedbugs—they are so pesk	I don't want to have to keep fighting pesky bedbugs.		Restrictivity;Anaphora/Coreference		
1008	not_entailment	I don't want to have to keep entertaining people who don't value my time.	I don't want to have to keep entertaining people.		Restrictivity;Relative clauses	Downward monotone	
1009	entailment	I don't want to have to keep entertaining people.	I don't want to have to keep entertaining people who don't value my time.		Restrictivity;Relative clauses	Downward monotone	
1010	entailment	It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.	There is a rabbi at this wedding; he is right there standing behind that tree.			Double negation	
1011	entailment	There is a rabbi at this wedding; he is right there standing behind that tree.	It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.			Double negation	
1012	not_entailment	It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.	"There is no rabbi at this wedding, let alone behind that tree."			Double negation;Negation	
1013	not_entailment	"There is no rabbi at this wedding, let alone behind that tree."	It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.			Double negation;Negation	
1014	entailment	It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.	"A rabbi is at this wedding, standing right there standing behind that tree."		Anaphora/Coreference	Double negation	
1015	entailment	"A rabbi is at this wedding, standing right there standing behind that tree."	It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.		Anaphora/Coreference	Double negation	
1016	entailment	There is a rabbi at this wedding; he is right there standing behind that tree.	"A rabbi is at this wedding, standing right there standing behind that tree."		Anaphora/Coreference		
1017	entailment	"A rabbi is at this wedding, standing right there standing behind that tree."	There is a rabbi at this wedding; he is right there standing behind that tree.		Anaphora/Coreference		
1018	not_entailment	The first pleasurable experience I had interacting with another human being was at the age of seventeen.	The first experience I had interacting with another human being was at the age of seventeen.		Intersectivity	Non-monotone	
1019	not_entailment	The first experience I had interacting with another human being was at the age of seventeen.	The first pleasurable experience I had interacting with another human being was at the age of seventeen.		Intersectivity	Non-monotone	
1020	not_entailment	The first pleasurable experience I had interacting with another human being was at the age of seventeen.	The first displeasurable experience I had interacting with another human being was at the age of seventeen.		Intersectivity	Non-monotone	
1021	not_entailment	The first displeasurable experience I had interacting with another human being was at the age of seventeen.	The first pleasurable experience I had interacting with another human being was at the age of seventeen.		Intersectivity	Non-monotone	
1022	entailment	"It being his first night in the US, he eagerly got a drink at the bar after showing his ID."	He is over 20 years of age.			Intervals/Numbers	World knowledge
1023	not_entailment	He is over 20 years of age.	"It being his first night in the US, he eagerly got a drink at the bar after showing his ID."			Intervals/Numbers	World knowledge
1024	not_entailment	"It being his first night in the US, he eagerly got a drink at the bar after showing his ID."	He is under 21 years of age.			Intervals/Numbers	World knowledge
1025	not_entailment	He is under 21 years of age.	"It being his first night in the US, he eagerly got a drink at the bar after showing his ID."			Intervals/Numbers	World knowledge
1026	not_entailment	"It being his first night in the US, he eagerly got a drink at the bar after showing his ID."	He has a beard.				World knowledge
1027	not_entailment	He has a beard.	"It being his first night in the US, he eagerly got a drink at the bar after showing his ID."				World knowledge
1028	entailment	"I can make scrambled eggs, but not complex dishes like consommé"	Consommé is more complex to make than scrambled eggs				Common sense
1029	not_entailment	Consommé is more complex to make than scrambled eggs	"I can make scrambled eggs, but not complex dishes like consommé"				Common sense
1030	not_entailment	"I can make scrambled eggs, but not complex dishes like consommé"	Consommé is not more complex to make than scrambled eggs			Negation	Common sense
1031	not_entailment	Consommé is not more complex to make than scrambled eggs	"I can make scrambled eggs, but not complex dishes like consommé"			Negation	Common sense
1032	entailment	"She walked into the house with a shining smile and immediately took off her jacket, still dripping with water as she placed it on the rack."	It was raining outside.				Common sense
1033	not_entailment	It was raining outside.	"She walked into the house with a shining smile and immediately took off her jacket, still dripping with water as she placed it on the rack."				Common sense
1034	not_entailment	"She walked into the house with a shining smile and immediately took off her jacket, still dripping with water as she placed it on the rack."	It was sunny outside.				Common sense
1035	not_entailment	It was sunny outside.	"She walked into the house with a shining smile and immediately took off her jacket, still dripping with water as she placed it on the rack."				Common sense
1036	entailment	"He earnestly proclaimed: ""This is all I ever really wanted."""	He was satisfied.				Common sense
1037	not_entailment	He was satisfied.	"He earnestly proclaimed: ""This is all I ever really wanted."""				Common sense
1038	not_entailment	"He earnestly proclaimed: ""This is all I ever really wanted."""	He was dissatisfied.				Common sense
1039	not_entailment	He was dissatisfied.	"He earnestly proclaimed: ""This is all I ever really wanted."""				Common sense
1040	not_entailment	"He deceitfully proclaimed: ""This is all I ever really wanted."""	He was satisfied.				Common sense
1041	not_entailment	He was satisfied.	"He deceitfully proclaimed: ""This is all I ever really wanted."""				Common sense
1042	entailment	"He deceitfully proclaimed: ""This is all I ever really wanted."""	He was dissatisfied.				Common sense
1043	not_entailment	He was dissatisfied.	"He deceitfully proclaimed: ""This is all I ever really wanted."""				Common sense
1044	entailment	The leading car gradually shifted to the left lane.	The leading car shifted to the left lane.		Intersectivity	Upward monotone	
1045	not_entailment	The leading car shifted to the left lane.	The leading car gradually shifted to the left lane.		Intersectivity	Upward monotone	
1046	not_entailment	The leading car gradually shifted to the left lane.	The leading car suddenly shifted to the left lane.	Lexical entailment			
1047	not_entailment	The leading car suddenly shifted to the left lane.	The leading car gradually shifted to the left lane.	Lexical entailment			
1048	entailment	The leading car gradually shifted to the left lane.	The leading car slowly shifted to the left lane.	Lexical entailment			
1049	entailment	The leading car slowly shifted to the left lane.	The leading car gradually shifted to the left lane.	Lexical entailment			
1050	not_entailment	The leading car gradually shifted to the left lane.	The leading car shifted to the third gear.		Prepositional phrases		
1051	not_entailment	The leading car shifted to the third gear.	The leading car gradually shifted to the left lane.		Prepositional phrases		
1052	not_entailment	We were dragging the bin into the garage when she had an unfortunate realization.	We were dragging the bin out of the garage when she had an unfortunate realization.	Lexical entailment			Common sense
1053	not_entailment	We were dragging the bin out of the garage when she had an unfortunate realization.	We were dragging the bin into the garage when she had an unfortunate realization.	Lexical entailment			Common sense
1054	not_entailment	"The building, standing since the early 20s, was tall and unassuming."	"The building, standing since the early 20s, was sturdy and unassuming."	Lexical entailment			
1055	not_entailment	"The building, standing since the early 20s, was sturdy and unassuming."	"The building, standing since the early 20s, was tall and unassuming."	Lexical entailment			
1056	not_entailment	"The timing of the meeting has not been set, according to a Starbucks spokesperson."	"The timing of the meeting has not been considered, according to a Starbucks spokesperson."	Lexical entailment		Downward monotone	
